CommunityID,Density,ClusteringCoeff,Conductance,FlakeODF,FOMD,TPR,CutRatio,Cohesiveness,Separability
1,0.80952381,0.82608696,0.10526316,0.0,0.28571429,1.0,0.00022921,0.5,4.25
2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
3,0.42424242,0.53191489,0.45098039,0.25,0.25,0.83333333,0.00154073,0.09090909,0.60869565
4,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
6,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
7,0.66666667,0.69827586,0.04,0.0,0.33333333,1.0,8.921e-05,0.375,12.0
8,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
9,0.53846154,0.60185185,0.04854369,0.0,0.57142857,1.0,0.00014366,0.38461538,9.8
10,0.7,0.64285714,0.0,0.0,0.0,1.0,0.0,0.5,7.0
11,0.62222222,0.64748201,0.03448276,0.0,0.5,1.0,8.032e-05,0.33333333,14.0
12,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
13,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
14,0.4,0.45,0.20754717,0.06666667,0.4,1.0,0.00059021,0.21428571,1.90909091
15,0.42857143,0.33333333,0.47826087,0.25,0.25,0.75,0.00110353,0.28571429,0.54545455
16,0.62820513,0.70786517,0.0,0.0,0.76923077,1.0,0.0,0.33333333,49.0
17,0.76190476,0.76190476,0.0,0.0,0.42857143,1.0,0.0,0.5,16.0
18,0.62121212,0.67777778,0.19607843,0.0,0.58333333,1.0,0.00066988,0.36363636,2.05
19,0.44166667,0.56973294,0.01851852,0.0,0.5625,1.0,5.032e-05,0.26666667,26.5
20,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
21,0.66666667,0.57692308,0.0,0.0,0.0,1.0,0.0,0.4,10.0
22,0.86111111,0.87301587,0.0,0.0,0.77777778,1.0,0.0,0.625,31.0
23,1,0,1.0,1.0,0.0,0.0,0.00160064,1,0.0
24,0.71428571,0.67924528,0.16666667,0.0,0.14285714,1.0,0.00034382,0.5,2.5
25,0.7,0.6,0.0,0.0,0.0,1.0,0.0,0.5,7.0
26,0.36190476,0.49308756,0.12643678,0.04761905,0.47619048,1.0,0.0004226,0.1,3.45454545
27,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
28,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
29,0.83333333,0.75,0.0,0.0,0.0,1.0,0.0,0.66666667,5.0
30,0.39869281,0.54140127,0.11594203,0.0,0.44444444,1.0,0.00035813,0.17647059,3.8125
31,1,0,1.0,1.0,0.0,0.0,0.00160064,1,0.0
32,0.47058824,0.56785714,0.06569343,0.0,0.35294118,1.0,0.00021321,0.1875,7.11111111
33,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
34,0.73333333,0.67741935,0.0,0.0,0.0,1.0,0.0,0.6,11.0
35,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
36,0.71428571,0.70909091,0.0625,0.0,0.28571429,1.0,0.00011461,0.5,7.5
37,0.93333333,0.92307692,0.0,0.0,0.0,1.0,0.0,0.8,14.0
38,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
39,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
40,0.47619048,0.53766234,0.03846154,0.0,0.4,1.0,0.00010731,0.28571429,12.5
41,0.5,0,0.6,0.5,0.0,0.0,0.00090144,0.33333333,0.33333333
42,0.54285714,0.61304348,0.02564103,0.0,0.46666667,1.0,8.048e-05,0.35714286,19.0
43,0.33333333,0,0.6875,0.83333333,0.0,0.0,0.0014702,0.2,0.22727273
44,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
45,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
46,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
47,1.0,1.0,0.33333333,0.0,0.0,1.0,0.0008016,1.0,1.0
48,0.50549451,0.5959596,0.14018692,0.0,0.42857143,1.0,0.00043098,0.30769231,3.06666667
49,0.71428571,0.72222222,0.25,0.14285714,0.14285714,1.0,0.00057303,0.33333333,1.5
50,0.62121212,0.66666667,0.0,0.0,0.58333333,1.0,0.0,0.36363636,41.0
51,0.70909091,0.73228346,0.0,0.0,0.72727273,1.0,0.0,0.5,39.0
52,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
53,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
54,0.48571429,0.57377049,0.05555556,0.0,0.46666667,1.0,0.00016097,0.28571429,8.5
55,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
56,0.6043956,0.67205543,0.0,0.0,0.64285714,1.0,0.0,0.38461538,55.0
57,0.66666667,0,0.63636364,0.66666667,0.0,0.0,0.00093445,0.5,0.28571429
58,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
59,0.8,0.78947368,0.0,0.0,0.0,1.0,0.0,0.5,8.0
60,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
61,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
62,0.56410256,0.66545455,0.09278351,0.0,0.76923077,1.0,0.00027837,0.41666667,4.88888889
63,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
64,0.30769231,0.46363636,0.22222222,0.07142857,0.14285714,0.92857143,0.00045972,0.15384615,1.75
65,0.59090909,0.64285714,0.15217391,0.0,0.5,1.0,0.00046892,0.36363636,2.78571429
66,0.63636364,0.68835616,0.0,0.0,0.58333333,1.0,0.0,0.36363636,42.0
67,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
68,0.72222222,0.79411765,0.16129032,0.11111111,0.66666667,1.0,0.00044605,0.25,2.6
69,0.55555556,0.67857143,0.27272727,0.22222222,0.22222222,1.0,0.00066908,0.25,1.33333333
70,0.66666667,0.69230769,0.0,0.0,0.0,1.0,0.0,0.4,10.0
71,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
72,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
73,0.63888889,0.64705882,0.0,0.0,0.33333333,1.0,0.0,0.5,23.0
74,0.82142857,0.83478261,0.0,0.0,0.625,1.0,0.0,0.57142857,23.0
75,1,0,1.0,1.0,0.0,0.0,0.00160064,1,0.0
76,1.0,1.0,0.02325581,0.0,1.0,1.0,5.73e-05,1.0,21.0
77,0.4,0,0.27272727,0.0,0.0,0.0,0.00024048,0.25,1.33333333
78,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
79,0.8,0.66666667,0.30434783,0.0,0.0,1.0,0.00056112,0.75,1.14285714
80,0.64444444,0.68627451,0.10769231,0.0,0.5,1.0,0.00028112,0.44444444,4.14285714
81,1.0,1.0,0.57142857,0.66666667,0.0,1.0,0.00106795,1.0,0.375
82,0.69090909,0.7219917,0.02564103,0.0,0.63636364,1.0,7.305e-05,0.5,19.0
83,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
84,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
85,0.75555556,0.76811594,0.0,0.0,0.7,1.0,0.0,0.55555556,34.0
86,1,0,1.0,1.0,0.0,0.0,0.00040016,1,0.0
87,0.7,0.6,0.22222222,0.2,0.0,1.0,0.00032064,0.5,1.75
88,1,0,1.0,1.0,0.0,0.0,0.00160064,1,0.0
89,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0
90,0.95238095,0.94736842,0.0,0.0,0.71428571,1.0,0.0,0.83333333,20.0
91,0.62121212,0.70188679,0.06818182,0.0,0.58333333,1.0,0.00020096,0.36363636,6.83333333
92,0.63888889,0.69230769,0.0212766,0.0,0.33333333,1.0,4.461e-05,0.375,23.0
93,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
94,0.6,0.74193548,0.08333333,0.09090909,0.72727273,1.0,0.00021915,0.2,5.5
95,0.60714286,0.69565217,0.22727273,0.125,0.375,0.875,0.00050161,0.14285714,1.7
96,0.38181818,0.4556962,0.37313433,0.27272727,0.18181818,0.90909091,0.00091311,0.2,0.84
97,0.67272727,0.71052632,0.03896104,0.0,0.81818182,1.0,0.00010957,0.4,12.33333333
98,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
99,0.85714286,0.82894737,0.02702703,0.0,0.28571429,1.0,5.73e-05,0.66666667,18.0
100,1.0,1.0,0.6,1.0,0.0,1.0,0.00120144,1.0,0.33333333
101,0.56363636,0.61111111,0.01587302,0.0,0.45454545,1.0,3.652e-05,0.4,31.0
102,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
103,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
104,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
105,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
106,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
107,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
108,0.66666667,0.57692308,0.35483871,0.0,0.0,1.0,0.0007351,0.4,0.90909091
109,0.51648352,0.55397727,0.0,0.0,0.35714286,1.0,0.0,0.30769231,47.0
110,1,0,1.0,1.0,0.0,0.0,0.00080032,1,0.0
111,0.6025641,0.63662791,0.15315315,0.07692308,0.61538462,1.0,0.00052581,0.33333333,2.76470588
112,0.66666667,0.6,0.6,0.5,0.0,0.75,0.00120192,0.33333333,0.33333333
113,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
114,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0
115,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
116,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
117,0.23863636,0.41642229,0.03448276,0.0,0.63636364,1.0,0.00011055,0.125,14.0
118,1,0,1.0,1.0,0.0,0.0,0.00160064,1,0.0
119,1,0,1.0,1.0,0.0,0.0,0.00120048,1,0.0
120,0.75,0.74193548,0.0,0.0,0.375,1.0,0.0,0.57142857,21.0
